version:1
150 移动
151 移动
152 移动
153 电信
155 联通
156 联通
157 移动
158 移动
159 移动
1701 电信
1700 电信
1709 联通
1708 联通
1707 联通
1706 移动
1705 移动
1703 移动
1702 电信
173 电信
130 联通
131 联通
175 联通
132 联通
176 联通
133 电信
177 电信
134 移动
178 移动
135 移动
136 移动
137 移动
138 移动
139 移动
1719 联通
1718 联通
1717 联通
1716 联通
1715 联通
1713 联通
180 电信
181 电信
182 移动
183 移动
184 移动
185 联通
186 联通
187 移动
188 移动
145 联通
189 电信
147 移动
149 电信
